Date,Color,Breed,Sex,State,Name,DateCreated
2006-06-17,Brown Tabby,DSH,M/N,Lost,Smarty,2006-06-17
2006-06-17,Black & Silver,German S/H Pointer X Heeler,M/N,Lost,Lucky,2006-06-17
2006-06-18,Tri-coloured,Beagle,F/S,Lost,Charlotte,2006-06-18
2006-06-18,Blonde with Dark Ears,Cairn Terrier,F,Matched,,2006-06-18
2006-06-19,Tan & Beige,American Eskimo,F/S,Matched,Lucy,2006-06-19
2006-06-19,White,American Eskimo,F,Matched,Lucy,2006-06-19
2006-06-19,Black,Border Collie X,M/N,Matched,Zack,2006-06-19
2006-06-19,White,Pit X Husky,M/N,Found,Ozzy,2006-06-19
2006-06-20,Brown,Min Pin X Chihuhua,M,Matched,Tonka,2006-06-20
2006-06-20,Black,Labrador,F,Matched,Pupster,2006-06-20
2006-06-20,Black,Dachshund,F/S,Found,Mandi,2006-06-20
2006-06-21,Black & Tan,Rottie X,F/S,Lost,Gabbie,2006-06-21
2006-06-22,Brown,Chow X Shep,M/N,Matched,Diego,2006-06-22
2006-06-22,Black & Cream,Husky X Lab,M/N,Lost,Wiston,2006-06-23
2006-06-23,Red,Min Pin,M/N,Lost,Nico,2006-06-23
2006-06-23,White,West Highland Terrier,M/N,Lost,,2006-06-24
2006-06-23,Brown & White,GSH Pointer,F/S,Matched,Maggie,2006-06-24
2006-06-24,Gold,Husky X Lab,F/S,Matched,Bella (formerly Sugar),2006-06-24
2006-06-24,Light Grey & Siamese Markings,Cat - Himalayan,M/N,Lost,Dudley,2006-06-24
2006-06-24,Black,Domestic Short Hair,M/N,Lost,Spyder,2006-06-24
2006-06-25,White,Bull Terrier w Black Eye Patch,F,Lost,Jewel,2006-06-25
2006-06-25,Black with White Face,Lab X Husky,M/N,Lost,Wiston,2006-06-25
2006-06-25,Chocolate,Labrador,M,Lost,Winston,2006-06-25
2006-06-26,White & Tan,Chihuahua X Toy Pom,F/S,Lost,Tula,2006-06-26
2006-06-26,Brown,Chihuahua,F,Found,Trixie,2006-06-26
2006-06-26,Black & Grey,Yorkie,M,Lost,Jack,2006-06-26
2006-06-26,Tan,Pom X Yorkie,M/N,Lost,Willie,2006-06-27
2006-06-28,Lilac Point,Siamese X Ragdoll,M/N,Lost,Bizkit,2006-06-28
2006-06-28,Red & White,Husky X Shep,F,Matched,,2006-06-28
2006-06-29,Yellow,Labrador Retriever,M/N,Lost,Angus,2006-06-29
2006-06-29,White,Lhasa Apso,M,Matched,Bobbi,2006-06-29
2006-06-26,White & Brown,Shih X,F,Lost,Kilo,2006-06-29
2006-06-30,Tri,Australian shepherd X Husky,F/S,Matched,Kayla,2006-06-30
2006-06-30,Tri Colour,Beagle,M/N,Found,Charlie,2006-06-30
2006-06-30,White & Grey,Siamese X Tabby,M,Lost,,2006-06-30
2006-06-30,Black & White,Border Collie,F,Matched,Maddie,2006-06-30
2006-06-29,Tan & Black,Yorki,M,Lost,LILO,2006-07-01
2006-07-02,Black & White,Lab,F,Matched,Coal,2006-07-02
2006-07-03,Tan,Shepherd X,M/N,Matched,Forrest,2006-07-03
2006-07-03,Black,American Cocker Spaniel,M,Matched,Ah fook,2006-07-03
2006-07-03,Cream & Brown & Black,Siamese,F/S,Lost,Little Girl,2006-07-03
2006-07-03,Red & Tan,Cocker Spaniel,F/S,Lost,Beth,2006-07-03
2006-07-03,White & Tan,Yorkie X pomeranian,M/N,Lost,Willy,2006-07-03
2006-07-03,White & Tan,Shih Tzu,M,Lost,cookie,2006-07-03
2006-07-03,Tri-Coloured,Border Collie X G Shepherd,M/N,Matched,Max,2006-07-03
2006-07-04,White & Brown & Black,American Staf Terrier,M,Lost,Kilo,2006-07-03
2006-07-04,White & Brown,Terrier X Shih Tzu,F/S,Lost,Didi,2006-07-04
2006-07-04,Black & White,Border Collie,M/N,Lost,Oreo,2006-07-04
2006-07-05,Brown,Sharpei,M/N,Lost,Handsom,2006-07-05
2006-07-06,Tan,Pit Bull,M,Lost,Tyson,2006-07-06
2006-07-06,Black,Lab X Chow,F/S,Matched,Sophie,2006-07-06
2006-07-07,Black,Long Haired Chihuahua,M,Lost,Chaco,2006-07-07
2006-07-07,Blond,Norwich Terrier,M,Lost,Dax,2006-07-07
2006-07-08,Black,Rottweiler X Lab,M,Matched,Bull,2006-07-08
2006-07-08,Black & White,Am Cocker X Bichon,M/N,Lost,Riley,2006-07-08
2006-07-08,Black,Cat - DSH,F/S,Lost,Duba,2006-07-08
2006-07-08,Grey,Adult Dog,M/N,Lost,Spooky,2006-07-08
2006-07-08,White,Maltese,F/S,Lost,chloe,2006-07-08
2006-07-09,White,Maremma Sheep dog,F/S,Found,Klempu,2006-07-09
2006-07-09,White & Grey Patches,Shih Tzu,F,Found,Lilly,2006-07-10
2006-07-10,Red,Husky,F/S,Matched,Tuck,2006-07-10
2006-07-10,Brown & White & Black,Basset Hound,F,Lost,Bell,2006-07-10
2006-07-10,Black & White,Border Collie X Husky,F/S,Matched,Sally,2006-07-10
2006-07-11,Salt & Pepper,Standard Schnauzer,M/N,Matched,Oscar,2006-07-11
2006-07-11,Fawn,Whippet,M/N,Lost,Maverick,2006-07-11
2006-07-12,Gold,English Mastiff,F,Matched,Rosey,2006-07-12
2006-07-12,Fawn & White,Boxer,F,Matched,,2006-07-12
2006-07-13,Tri Colour,Collie X,M,Matched,Charles,2006-07-13
2006-07-13,Tan,Chinese Pug,,Lost,?,2006-07-13
2006-07-13,Black & Tan,Rottie,M/N,Lost,Rocky,2006-07-13
2006-07-13,Black wif White Chest,Pitbull,M,Lost,Buddy,2006-07-13
2006-07-14,Black,Lab,M/N,Matched,Frankie,2006-07-14
2006-07-14,White,Maltese,M/N,Matched,Kinky,2006-07-14
2006-07-14,Reddish,Welsh Corgi,M/N,Matched,Morgan,2006-07-14
2006-07-14,Black,Lab,,Lost,,2006-07-14
2006-07-15,Black & White Chest Patch,Pit Bull,M,Lost,Buddy,2006-07-15
2006-07-15,White,Cat - DSH,M/N,Lost,Myles,2006-07-15
2006-07-15,Black,Lab X Pitbull,M,Matched,Luc,2006-07-15
2006-07-16,1 Cream (M) and 1 Brown (F),Chow Chows,,Matched,[see Remarks],2006-07-16
2006-07-16,Fawn,Whippet,M/N,Matched,Maverick,2006-07-16
2006-07-18,Black & Tan White,Rottie Shep X,M/N,Found,Bently,2006-07-18
2006-07-18,Chocolate Tips & Beige,Siamese,F/S,Lost,Fuie,2006-07-18
2006-07-18,Grey Tabby,DSH,M/N,Lost,Kitty,2006-07-18
2006-07-18,White,DSH,F/S,Lost,MiMi,2006-07-18
2006-07-18,Fawn & White,Boxer,F,Lost,Sidney,2006-07-18
2006-07-19,Black & Tan,German Shep,M,Lost,?,2006-07-19
2006-07-19,Black & Tan,German Shep,M/N,Lost,Gunner,2006-07-19
2006-07-19,Brown,Pitbull,F,Lost,Koby,2006-07-19
2006-07-20,Black & White,Husky,M,Lost,Shaq,2006-07-20
2006-07-20,Golden & Grey,Yorkie Terrier,F/S,Lost,Coco,2006-07-21
2006-07-21,Golden,Pom,M,Lost,Mo Mo,2006-07-21
2006-07-21,White & Brown,Jack Russell Terrier,M/N,Matched,Reese,2006-07-21
2006-07-14,Brindle White,English Staff Bull Terrier,F,Lost,Asia,2006-07-21
2006-07-21,Pale Orange & Cream underbelly,Cat,M/N,Lost,Lee,2006-07-21
2006-07-23,Red Merle,Australian Shepherd X,M/N,Lost,Buckwheat,2006-07-23
2006-07-23,Black & Tan,Min Pin,F/S,Lost,Samantha,2006-07-23
2006-07-23,Blonde & Grey,Huskey X Collie,M/N,Matched,Farley,2006-07-23
2006-07-23,Black & Tan,Doberman,F/S,Lost,Raine,2006-07-23
2006-07-23,Blue,Russian Blue Cat,M/N,Lost,Blue,2006-07-23
2006-07-24,White,Shih tzu X,F,Lost,Rita,2006-07-24
2006-07-24,Tan,Chihuahua mix,F,Lost,Hoochie Momma,2006-07-24
2006-07-24,Black,Flat Coat Retriever,F/S,Lost,Zoe,2006-07-24
2006-07-23,Chocolate & Grey,Lab,F/S,Matched,Belgium,2006-07-24
2006-07-23,Black,Lab X,M/N,Matched,Evander,2006-07-24
2006-07-24,Brown & White,Aust Shep,M/N,Lost,Buckwheat,2006-07-24
2006-07-24,Tri-Coloured,Basset Hound,F/S,Lost,Sidney,2006-07-24
2006-07-24,Gray,Carin Terrier,M/N,Matched,angus,2006-07-24
2006-07-21,Dark Tan,Sharpei,M,Lost,Levi,2006-07-24
2006-07-24,,Cocker Spaniel,F,Lost,Zoe,2006-07-24
2006-07-25,White,Jack Russel Terrier,F/S,Lost,Barbie,2006-07-25
2006-07-26,Tan,Wheaton Terrier,M/N,Lost,Guiness,2006-07-26
2006-07-26,White & Cream,Min Poodle,M/N,Lost,Arki,2006-07-26
2006-07-26,Brown,Pomerian,F/S,Lost,COCO,2006-07-26
2006-07-27,Brown & White,Springer Spaniel,M,Matched,Regis,2006-07-27
2006-07-26,Black & Tan,Min Pin,M,Lost,Molson,2006-07-27
2006-07-27,Blonde,Golden Retreiver,F,Lost,Herbie,2006-07-27
2006-07-29,Sable & White,Sheltie,F,Lost,Bella,2006-07-29
2006-07-29,White & Brown,Brittany Span x English Setter,F/S,Matched,Volvo,2006-07-29
2006-07-29,Black & Tan,Shepherd,M/N,Lost,Max,2006-07-29
2006-07-30,Sable & White on Chest,Toy Pomeranian,M/N,Lost,Bonito,2006-07-30
2006-07-30,Light Brown,Shar Pei,M,Matched,Odie,2006-07-30
2006-07-30,Brown,Belgian Shepherd,M,Lost,Bear,2006-07-30
2006-07-31,Grey,Am Eskimo X,F,Lost,Whisper,2006-07-31
2006-07-31,Black with White & Brown,Mountain dog,M,Lost,,2006-07-31
2006-08-01,Black,Stafforshire Terrier,M,Found,Zeus,2006-08-01
2006-07-31,Reddish Brown,Terrier X,M/N,Lost,Diesel,2006-08-01
2006-08-01,Tan,Pitbull,F,Lost,Sierra,2006-08-01
2006-08-02,Black & Tan,Yorkshire Terrier,M,Lost,Simba,2006-08-02
2006-08-03,Tan (Buckskin) & White,Pit X,M,Lost,Razor,2006-08-03
2006-08-02,Black & White,Heeler X Collie,M/N,Lost,Fatty,2006-08-03
2006-08-03,Grey & White,Akita X,M,Matched,Digger,2006-08-03
2006-08-04,Black with White Feet,Great Dane X,M/N,Lost,Roman,2006-08-04
2006-08-04,Yellow,Lab,F/S,Lost,Emma,2006-08-04
2006-08-04,Yellow,Lab,F/S,Matched,Honey,2006-08-04
2006-08-05,Light Tan & Dark Brown,Bloodhound,M/N,Lost,Jed,2006-08-05
2006-08-05,Black,Medium sized Poodle,F/S,Matched,Daisy,2006-08-05
2006-08-05,Black & White  on Chest,Cat - DSH,M/N,Lost,Kushka,2006-08-05
2006-08-06,White,Lab X,M/N,Matched,Spirit,2006-08-06
2006-08-06,Black & Tan,Min Pin,M,Lost,Winston,2006-08-06
2006-08-06,Tri-Colour,Beagle,M/N,Lost,Leroy,2006-08-06
2006-08-06,Reddish-Brown,Terrier,M,Lost,Terry,2006-08-06
2006-08-06,Black & Brown & White,Shepherd X Border Collie,F/S,Matched,Jesse,2006-08-06
2006-08-06,Brownish Black,DLH,M/N,Lost,Cocoa,2006-08-06
2006-08-06,Light Brown,Chow X Shep,M/N,Lost,Diego,2006-08-06
2006-08-06,Tri,Shih Tzu,F/S,Found,Zoe,2006-08-06
2006-08-08,Black,Chihuahua,M,Lost,Tito,2006-08-08
2006-08-08,Black & White Chest,Border Collie  Husky X,,Lost,?,2006-08-08
2006-08-08,Black,Lab X Pittie X BC,F/S,Lost,rosie Red tag,2006-08-08
2006-08-08,White & Tan,Tibetan Terrier X,F/S,Lost,Maggie,2006-08-08
2006-08-08,White & Brown & Tan,Malti-Poo,M,Lost,Brownie,2006-08-08
2006-08-09,Red,Viszla,M/N,Matched,Wesley,2006-08-09
2006-08-09,White,GSD X Lab,F,Lost,Star,2006-08-09
2006-08-10,Black & Tan,Manchester Terrier,M/N,Matched,Steve,2006-08-10
2006-08-10,Black & Brown,Dob & Rotty,F/S,Matched,Snickers,2006-08-10
2006-08-12,Orange Tabby,Cat,M/N,Lost,Charlie,2006-08-12
2006-08-12,Black with White Chest,Cat - DSH,F/S,Found,Nikita,2006-08-12
2006-08-12,Tan & Black,Husky X Chow,F/S,Matched,Soleil,2006-08-12
2006-07-13,Black & White,Shih Tzu,F,Lost,Princess,2006-08-13
2006-08-13,White & Brown & Black,Jack Russell,M,Lost,Biscuit,2006-08-13
2006-08-13,White w/ Large Black patches,Cat - DSH (tabby-ish),F/S,Lost,Brodie,2006-08-13
2006-08-13,Yellow,Golden Retriever,F/S,Matched,Darby,2006-08-13
2006-08-13,Black & White,Aussie X Collie,M/N,Found,Bear,2006-08-13
2006-08-13,Tan,Min Pin X,M,Lost,Oscar,2006-08-13
2006-08-14,White & Brown,Jack Russell,F/S,Lost,Cleo,2006-08-14
2006-08-14,White,Golden Retrieve X Kuvaz,F,Matched,Kuva,2006-08-14
2006-08-14,Brindle & White,Italian Mastiff,F,Matched,Sophia,2006-08-14
2006-08-15,Black & Tan,Yorkie,M,Matched,Peanut,2006-08-15
2006-08-15,Blonde,Golden Retriever,F/S,Matched,Kea,2006-08-15
2006-08-15,White & Brown,Jack Russell X,F/S,Lost,Cleo,2006-08-15
2006-08-17,Black,Lab,M/N,Matched,Midnight,2006-08-17
2006-08-17,Brown,Ridgeback (small),M,Lost,Zack,2006-08-17
2006-08-17,White with Black Spots,Boston Terrier X,F,Matched,Lola,2006-08-17
2006-08-18,White & Brindle Patches,French Bulldog X,F,Matched,Lola,2006-08-18
2006-08-18,Brown & Black,Shih Tzu  X,M,Lost,Dusty,2006-08-18
2006-08-18,Black & Tan,German Shepherd,M/N,Found,Jessie,2006-08-18
2006-08-18,Tan,Pit Bull,M,Lost,Brutus,2006-08-18
2006-08-19,Black & White,Cat - DSH,M/N,Lost,Peepers,2006-08-19
2006-08-19,Blonde,Golden Retreiver,M,Matched,Bailey,2006-08-19
2006-08-20,Black,Cat - DLH,F/S,Lost,Isis,2006-08-20
2006-08-21,Brown,Border Terrier,M/N,Lost,Rockey,2006-08-21
2006-08-21,Black & Brown Nose,Toy Poodle,M/N,Matched,Neko,2006-08-21
2006-08-21,Brown Tabby,Manx (no tail),M/N,Lost,Jonsey,2006-08-21
2006-08-22,Tan,Rhod Ridgeback X Shepherd,F/S,Found,Bailey,2006-08-22
2006-08-18,White & Brown & Black,Akita X Shep,F,Lost,Kaylala,2006-08-22
2006-08-22,White & Black,Shih Tzu,M/N,Lost,Terry,2006-08-22
2006-08-22,Tan,Yellow Lab,F/S,Matched,Lola,2006-08-23
2006-08-25,Black & Tan,Rottie X,M/N,Matched,Chester,2006-08-25
2006-08-25,Tan,Labradoodle,M/N,Matched,Robson,2006-08-25
2006-08-25,Black & Tan,German Shep,F/S,Lost,Sakora,2006-08-25
2006-08-25,White & Brown Spots,Jack Russel Long Hair,F/S,Lost, Cleo,2006-08-25
2006-08-25,Black & Tan,Akita X,M,Matched,Digger,2006-08-25
2006-08-06,Black & White,Shih Tzu X,M,Lost,Terry,2006-08-25
2006-08-26,Pale Brown,Toy Pomeranian,F,Lost,Mini,2006-08-26
2006-08-26,Black & White,Cat - DSH,F/S,Lost,T-Rex,2006-08-26
2006-08-26,White & Tan,Brittany Spaniel,F/S,Lost,Sambuca,2006-08-26
2006-08-26,White & Black,Cat,F/S,Lost,Pixi,2006-08-26
2006-08-26,White,Havanese,M/N,Matched,Cody,2006-08-26
2006-08-27,Black & Tan,Spaniel X Lab X Rottie,F/S,Lost,Princess,2006-08-27
2006-08-27,Tan & White,Staffie X,F/S,Lost,Bobbee,2006-08-27
2006-08-28,Brown,Shep X,F/S,Lost,Bailey,2006-08-28
2006-08-28,Brown,Pit Bull,F,Lost,Lexis,2006-08-28
2006-08-28,Grey  Long Hair,Cat,F/S,Lost,Princess,2006-08-28
2006-08-28,Brown with White Chest,Pitbull X Bullmastiff,M,Matched,Scar,2006-08-28
2006-08-26,Black,medium hair cat,F/S,Lost,August,2006-08-28
2006-08-28,Brown,Chihuahua X?,F/S,Matched,Lupe,2006-08-28
2006-08-28,Tan & White,Basenji X Chihuahua,F/S,Matched,lupe,2006-08-28
2006-08-28,Black Silver Underbelly,DMH,F/S,Lost,Maki,2006-08-28
2006-08-29,Golden,Nova Scotia Duck Toller,M,Lost,Opie,2006-08-29
2006-08-28,Dark Grey & Black Striped,DSH,M,Lost,Diesel,2006-08-29
2006-08-29,Tan,Chihuahua X,M,Found,Chester,2006-08-29
2006-08-29,Black & Tan,Rottie X  Puppy,M,Found,,2006-08-30
2006-08-30,White & Black,Shih Tzu,M/N,Lost,Smudge,2006-08-30
2006-08-29,Brown with White Chest & Paws,Chihuahua,M,Lost,Pooh,2006-08-30
2006-08-30,Black & White,Great Dane,M/N,Found,Roman,2006-08-30
2006-08-30,Black & Tan,Shep X,M,Matched,Rocko,2006-08-30
2006-08-30,White & Brown,Jack Russel,F,Lost,Scout,2006-08-30
2006-08-31,Red & White,Australian Shep,F,Lost,Kylie,2006-08-31
2006-08-31,Black,Lab,F,Matched,Hennessy,2006-08-31
2006-08-31,Yellow,Lab,F/S,Matched,Copper,2006-08-31
2006-09-01,White,Bichon,M,Lost,Bailey Martin,2006-09-01
2006-09-02,White & Tan Body,Pit Bull,F,Lost,Jewels,2006-09-02
2006-09-03,Sable,Sheltie,M/N,Matched,saber,2006-09-03
2006-09-05,Black,Pug,M,Matched,Herman,2006-09-05
2006-09-06,Brown,Pom,M,Lost,Bobbie/Jai Jai,2006-09-06
2006-09-06,Red & White,Border Collie,M,Matched,Max,2006-09-06
2006-09-06,Black,Pitbull,F/S,Lost,,2006-09-06
2006-09-07,Grey Tabby,Persian/American curved ear,M/N,Lost,Stanley,2006-09-07
2006-09-08,Tan & Black,Yorkie Pooh,M,Lost,Rusty,2006-09-08
2006-09-08,Brindle,Pitbull,F,Lost,Cognac,2006-09-08
2006-09-08,Black,Dachshund,M/N,Lost,Eddie,2006-09-08
2006-09-09,Red & White,Border Collie X,M,Matched,Max,2006-09-09
2006-09-09,Dark Brindle,Retriever X Newfoundland,M/N,Matched,Rufus,2006-09-09
2006-09-09,Grey,Terrier X,F,Matched,Pappy,2006-09-09
2006-09-10,Black,Lab X,M/N,Found,,2006-09-10
2006-09-11,White & Brown Spots,Bull Mastiff Boxer X,F/S,Lost,Zoey,2006-09-11
2006-09-12,Black & White Spots on Muzzle,Aussi Shep X Collie,M/N,Matched,Taggert,2006-09-12
2006-09-12,Black & Tan,Rottie X,F/S,Matched,Marley,2006-09-12
2006-09-14,Black With White,Pitbull,F/S,Lost,Jersey,2006-09-14
2006-09-14,Black & White,Miniature Schnauzer,M/N,Lost,Cody,2006-09-14
2006-09-14,Red,Viszla,F/S,Lost,uma,2006-09-14
2006-09-13,Tan & Black,Shih Tzu,M,Matched,Pom Pom,2006-09-14
2006-09-14,Black & Tan,Rottie,M,Lost,,2006-09-14
2006-09-14,Golden,Border Terrier X,M/N,Lost,Chico,2006-09-14
2006-09-14,Golden Beige,Border X Terrier,M/N,Lost,Chico,2006-09-14
2006-09-14,Yellow,Pomeranian,M,Lost,Popo,2006-09-14
2006-09-15,Black & White & Brindle,Boston Terrier,F,Lost,Olive,2006-09-15
2006-09-16,Black & White,DSH - Manx (tailless),M/N,Lost,Sailor,2006-09-16
2006-09-16,Greyish & Brown Tabby,DSH Cat,F/S,Lost,Noodle,2006-09-16
2006-09-16,Grey,Mini Schnauzer,M/N,Lost,Deda & Theo,2006-09-16
2006-09-16,Black,Labrador,F/S,Matched,Skyy,2006-09-16
2006-09-16,Black & Tan,Rottweiler,M,Lost,Duke,2006-09-16
2006-09-16,White,Miniature Poodle,F,Matched,Bobo,2006-09-16
2006-09-17,Light Brown & White,Shih Tzu,M/N,Matched,Gizmo,2006-09-17
2006-09-18,Black & Tan,GSD,M,Lost,Harley,2006-09-18
2006-09-18,Brown Brindle,Lab X,M/N,Matched,Chester,2006-09-18
2006-09-19,Black & White,Lab X,F/S,Lost,Zoe,2006-09-19
2006-09-20,White,Pitbull,M,Matched,Gage,2006-09-20
2006-09-21,Brown &  Black & White,Lab X Husky,F/S,Lost,Booh,2006-09-21
2006-09-21,Brownish,Shep X Chow,F/S,Lost,Bonnie,2006-09-21
2006-09-21,Tan,Pitbull,M,Lost,,2006-09-21
2006-09-22,Orange Tabby,Cat,M/N,Lost,Chester,2006-09-22
2006-09-22,White & Beige,Papillion X Chihuhua,M,Matched,Gucci,2006-09-22
2006-09-23,Black & Tan,German Sh X,M/N,Lost,George,2006-09-23
2006-09-23,White,Mutt ?,M/N,Lost,Tucky,2006-09-23
2006-09-23,Grey & Black Bellie,Poodle X Shih Tzu,F/S,Lost,Misty,2006-09-23
2006-09-23,Tan,Pitbull,F,Lost,Lexus,2006-09-23
2006-09-24,Brown & Black Tabby,Cat - DSH,M/N,Lost,Tom,2006-09-24
2006-09-24,Brown &  White Tabby,Cat - DSH,F,Lost,Luna,2006-09-24
2006-09-25,Black,Schipperke,M,Matched,No Name,2006-09-25
2006-09-25,Chocolate,Lab,M,Matched,Copper,2006-09-25
2006-09-26,White,Bull Terrier,M,Matched,Rambi,2006-09-26
2006-09-26,Black,Lab,M/N,Lost,Freddy,2006-09-26
2006-09-26,Wheaton,Wheaton Terrier,F/S,Matched,Molly,2006-09-26
2006-09-27,Black,Cat DSH,F/S,Lost,Abby,2006-09-27
2006-09-27,Fawn,Puggle,M,Lost,Shorty,2006-09-27
2006-09-28,Golden,Retriever,M,Lost,Sam,2006-09-28
2006-09-28,Black with White Chest,Pit Bull,F/S,Lost,Panda,2006-09-28
2006-09-28,Black & White,Cat - DLH,M/N,Matched,Clarence,2006-09-28
2006-09-29,Black,Lab X Border X,M/N,Matched,Harley,2006-09-29
2006-09-30,Apricot & White,Maltese X Chihuahua,M,Matched,Bentley,2006-09-30
2006-09-30,Black,Cat - DSH,M/N,Lost,Blackie,2006-09-30
2006-09-30,Black & White on Chest & Head,Pitbull,F,Matched,Kitty,2006-09-30
2006-10-01,White  & Brown Spots,Chihuahua,M,Lost,Beau,2006-10-01
2006-10-01,Calico - Tricolour & Orange,Cat - DMH,F/S,Lost,Mittens,2006-10-01
2006-10-01,Black & White,Border Collie,M/N,Lost,Twist,2006-10-01
2006-10-01,Brown & Black & Grey,Shih Tzu X Poodle X Chin,F,Matched,Lola,2006-10-01
2006-10-02,White,Bichon Frise,M/N,Lost,Jack,2006-10-02
2006-10-02,Black & White,DSH,M/N,Lost,Logan,2006-10-02
2006-10-04,Black & White & Grey,Husky,M,Lost,TT,2006-10-04
2006-10-04,Tan & Black,Shepherd X Husky,M/N,Lost,Bear,2006-10-05
2006-10-06,Black,Lab,F/S,Matched,Dakota,2006-10-06
2006-09-07,Gold,Border Collie X Ducktoller,F,Lost,Lucy,2006-10-07
2006-10-07,Golden,Border Collie X Ducktoller,F,Lost,Lucy,2006-10-07
2006-10-07,Tan & Sandy,Chow (Pure B),M,Matched,Chubby,2006-10-07
2006-10-07,Brown & White,Beagle,M/N,Lost,,2006-10-07
2006-10-10,Brindle,Pitbull,F,Lost,Kitty,2006-10-10
2006-10-10,Grey & Black,Husky X,M,Found,Lobos,2006-10-10
2006-10-11,Black & Tan,Rottie X,F/S,Lost,Macy,2006-10-11
2006-10-11,Grey with Yellow Head,Cockatiel,M,Lost,Bandit,2006-10-11
2006-09-23,White & Black Ears,Poodle X,F,Lost,Ling Ling,2006-10-11
2006-10-11,Black & Grey & White,Husky,M/N,Lost,Kai,2006-10-11
2006-10-12,Black,Lab X,M/N,Matched,Sky,2006-10-12
2006-10-13,Brown & Tan & White,Hound X Shep Terrier,F,Lost,Sammie,2006-10-13
2006-10-14,Tan,Sharpei,M/N,Matched,Moe,2006-10-14
2006-10-14,Black,Poodle X (standard),F,Lost,Sam,2006-10-14
2006-10-14,Black & White,Alaskan Husky,M,Matched,Quest,2006-10-14
2006-10-15,Blonde,Corgi X Poodle X Sheltie,F/S,Matched,Bailey,2006-10-15
2006-10-16,Grey Tabby,Maine Coon,M/N,Lost,Sonny,2006-10-16
2006-10-16,Black,Standard Schnauzer,M,Lost,Caesar,2006-10-17
2006-10-06,Black & Tan,Shepherd X,M,Lost,Kin,2006-10-17
2006-10-17,Dark Brown,Chihuahua,M,Lost,Tito,2006-10-17
2006-10-18,Black,Schipperke,M/N,Matched,Barney,2006-10-18
2006-10-19,White & Tan & Brown,Keltie,M,Matched,Lucky,2006-10-19
2006-10-20,Black & Tan,Shep X Collie,F/S,Matched,LuLu,2006-10-20
2006-10-20,White,Cockapoo,F,Lost,Cuddles,2006-10-20
2006-10-20,Tan & White,Mini Chihuahua,F,Lost,Lola,2006-10-20
2006-10-19,Ginger,Carin Terrier,F/S,Matched,Ginnie,2006-10-20
2006-10-20,Golden,Lab X,M,Matched,Bo,2006-10-21
2006-10-21,Black & White & Grey Tabby,Cat - DSH,M/N,Lost,Marbles,2006-10-21
2006-10-22,Black & Tan,German Shepherd,M/N,Matched,Ricky,2006-10-22
2006-10-12,Black w/golden brown feet,Maltipoo,M/N,Lost,Cuba,2006-10-23
2006-10-23,White & Tan Tabby,DSH,F,Lost,Bubbles,2006-10-23
2006-10-23,Black & Tan,Shepherd X Doberman,M/N,Lost,,2006-10-23
2006-10-23,White,Poodle,M/N,Lost,Espay,2006-10-24
2006-10-25,Black & Tan,Airedale,M/N,Found,Felix,2006-10-25
2006-10-23,Tan & Black,Shepherd X Doby w/ no tail,M/N,Lost,Zeus,2006-10-26
2006-10-25,Black & White,Pitbull,F,Lost,Jezzabelle,2006-10-26
2006-10-26,Black & White,Pit Bull,F,Lost,Jezabelle?,2006-10-26
2006-10-27,Black,Husky X Lab,F,Lost,Beauty,2006-10-27
2006-10-27,Black & Tan,GSD (small),M/N,Lost,Flipper,2006-10-27
2006-10-28,Black & White,Cat - DSH,F/S,Matched,Keya,2006-10-28
2006-10-28,Tri Coloured,Basset Hound,M/N,Matched,,2006-10-28
2006-10-28,White & Brown,JR Terrier,F/S,Lost,Jo,2006-10-28
2006-10-29,Orange,Shepherd X Retreiver,F,Matched,,2006-10-29
2006-10-29,Black & Tan,Shepherd X Black Lab,M/N,Lost,Pogi,2006-10-29
2006-10-29,Black & Tan,Shepherd X Doberman,M/N,Lost,Zeus,2006-10-29
2006-10-29,Tortoiseshell - Brown & Black,Cat - DSH,F/S,Lost,Tempest,2006-10-29
2006-10-29,Brindle & White Chest,Pit Bull X Mastiff,M,Lost,Scar,2006-10-29
2006-10-30,White,GSD,F,Lost,Sheba,2006-10-30
2006-10-30,Beige & Black,Yorkie,M,Matched,Paddy or Little Boy,2006-10-30
2006-10-13,Black & Tan,Min Pin,M/N,Lost,Gus or Gusy,2006-10-31
2006-10-31,Lt Brown,Red Nose Pit Bull,F,Matched,Menace,2006-10-31
2006-10-31,Tri Color,Aussie Shepherd,F/S,Lost,Taz,2006-10-31
2006-10-31,Black & Tan (very dark),Rottweiler,M,Matched,Max,2006-10-31
2006-10-31,Black & Tan,GSD,M/N,Lost,Zorro,2006-10-31
2006-11-01,Black,Lab X,F/S,Lost,Max,2006-11-01
2006-11-01,Yellow,Lab X Collie,F/S,Lost,Lucy,2006-11-01
2006-11-01,Black & White,Border Collie Husky X,F/S,Matched,Maddie,2006-11-01
2006-11-01,Sable,Sheltie,F/S,Lost,Shiba,2006-11-01
2006-11-01,Beige,Ridgeback X,F,Matched,,2006-11-01
2006-10-31,Greyish,Shih X Terr,M/N,Lost,Fipz,2006-11-01
2006-11-01,Black & Tan,Rotty,M,Matched,Maximus,2006-11-01
2006-11-01,Tan & Black,Shepherd X,F,Lost,?,2006-11-01
2006-11-02,Black,Shep X,M/N,Found,??,2006-11-02
