Date,Color,Breed,Sex,State,Name,DateCreated
2004-07-07,Golden & White & Black,Yorkie X Pomerainian,M,Lost,Teddy,2004-07-07
2004-07-07,Brown,Sharpei,M,Matched,Spencer,2004-07-07
2004-06-26,Black & Tan,Akita X,M/N,Lost,Fred,2004-07-08
2004-07-01,Tan & White,Boxer X,M/N,Matched,Buster/Peanut Duster,2004-07-09
2004-07-09,White,Lhasa Apso,M/N,Matched,pillien,2004-07-09
2004-07-09,Black,Lab,F/S,Matched,gaelle,2004-07-09
2004-07-09,Yellow,Yellow Lab,F,Matched,Sadie,2004-07-09
2004-07-09,Black & Brown,Shepherd,M/N,Lost,toby,2004-07-09
2004-07-09,Tan,Terrier X,F/S,Matched,Mima,2004-07-09
2004-07-09,Golden,Lab,M/N,Matched,Chase,2004-07-09
2004-07-10,White,Labradoodle,F/S,Lost,Mia,2004-07-10
2004-07-10,Black & Tan,Shep,M,Lost,Toby,2004-07-10
2004-07-10,Black,Lab X Shep,M,Lost,Hobbs,2004-07-10
2004-07-10,Salt & Pepper,Mini Schnauzer,F,Matched,,2004-07-10
2004-07-11,Black & White,Husky X,F,Matched,,2004-07-11
2004-07-11,Light Brown & White,Shih Tzu,M,Lost,DeeDee,2004-07-11
2004-07-10,Black & Tan,Yorkie Terrier,M,Lost,Toby,2004-07-11
2004-07-11,White & Brown,Chihuahua X (long hrd),M,Lost,Junior,2004-07-12
2004-07-12,White,Shorthaired Cat,M/N,Lost,Chocolate,2004-07-12
2004-07-12,Black,Maltipoo,F,Lost,Beauty,2004-07-12
2004-07-13,White,Great Pyrenees,M/N,Matched,Samson,2004-07-13
2004-07-13,Black & Brown Stripes,Tabby,M,Lost,Sam,2004-07-13
2004-07-13,Black & Tan,Rottweiller X,F/S,Matched,Kaya,2004-07-13
2004-07-13,Black & Tan,G Shep X Greyhound,F/S,Lost,Mabel,2004-07-13
2004-07-13,Black & Cream & White,Shep X Lab,F/S,Lost,Mable,2004-07-13
2004-07-13,White,Shih Tzu X,M,Lost,Buddy,2004-07-13
2004-07-14,Grey & White,Husky,M,Lost,FA FA,2004-07-14
2004-07-15,Black,Multipoo X ?,M,Found,,2004-07-15
2004-07-15,Black,Retriever X Span,M/N,Matched,,2004-07-15
2004-07-15,Gold,Retiever X?,F,Lost,,2004-07-15
2004-07-14,Black & White,Terrier X Westie,M,Found,,2004-07-16
2004-07-16,Black & Grey,Shih Tzu  X,M/N,Matched,Rocket,2004-07-16
2004-07-16,White,Maltese,F/S,Matched,Yuki,2004-07-16
2004-07-16,Black,Mini Terrier X,F,Matched,,2004-07-16
2004-07-16,Brown & Brown,Yorkie Terrier,M,Lost,Lukas,2004-07-16
2004-07-17,White,Pekingese X,F,Found,,2004-07-17
2004-07-17,Cream,Lab Retriever,M,Lost,Butch,2004-07-17
2004-07-17,Black & Tan,Shep,M,Lost,Budweiser,2004-07-17
2004-07-17,White,Maltese,F/S,Lost,Bebe,2004-07-17
2004-07-17,Tan,Rednose Pitbull,M,Lost,,2004-07-17
2004-07-17,Brown,Presa Canerio,M,Lost,,2004-07-17
2004-07-17,Black & White,Schnauzer,F,Lost,Balchi,2004-07-17
2004-07-17,Brown & White,Basenji,M/N,Lost,Toledo,2004-07-17
2004-07-18,Cream & White,Pom X,F,Matched,Vanilla,2004-07-18
2004-07-17,Cream & Tan,Husky X,M,Lost,Hungry,2004-07-19
2004-07-19,Orange,Pom,M,Matched,Chicklett,2004-07-20
2004-07-20,Black,Lab,F/S,Matched,Hunter,2004-07-20
2004-07-20,Orange &  White,DLH,F/S,Matched,Gina,2004-07-20
2004-07-20,Sesame,Shiba Inu,F/S,Matched,Lily/Lady,2004-07-20
2004-07-20,Tan,Shih Tzu,M,Matched,Newman,2004-07-20
2004-07-20,Black w Grey Stripe on Back,Yorkie Papillion mix,F/S,Lost,Chiquita,2004-07-20
2004-07-21,Black,Terrier,F,Lost,?,2004-07-21
2004-07-22,White & Black,JR Terrier,M/N,Matched,Spud,2004-07-22
2004-07-22,Wht & Bwn,Staffi Bull Terrier,M,Matched,Hover,2004-07-22
2004-07-23,White,Std Poodle,F,Matched,,2004-07-23
2004-07-24,Black,Lab,M,Lost,doody,2004-07-24
2004-07-24,Grey & Tan,Yorkie,M/N,Matched,Aries,2004-07-24
2004-07-25,Tan,Sharpei X,M/N,Matched,Tucker,2004-07-25
2004-07-25,Brindle,Miniature Dachshund,M,Matched,Tigger,2004-07-25
2004-07-25,Orange,Domestic Medium Haired,M/N,Matched,Neil,2004-07-25
2004-07-25,Black & Red & Brown,Yorkshire Terrier,M,Lost,Jimmy,2004-07-25
2004-07-25,Black & Tan,Rottie X Shepherd,F,Lost,Jade,2004-07-25
2004-07-26,White & Black & Brown & Beige,Aust Shep X,M/N,Matched,Buck,2004-07-26
2004-07-26,Grey & White Brindle,Blue Heeler X,F,Matched,Star,2004-07-26
2004-07-26,White & Orange,DSH,M/N,Lost,Baby Mellow,2004-07-26
2004-07-27,Black & Tan,Rottweiler,M/N,Lost,Sam,2004-07-27
2004-07-27,White,Shih X Bichon,F/S,Lost,Cuddles,2004-07-27
2004-07-27,White & Black,Husky X Lab,F,Matched,Belle,2004-07-27
2004-07-27,Black & Tan,Shep X,M/N,Matched,Homer,2004-07-27
2004-07-28,Black,Lancashire Heeler,F/S,Matched,Dakota,2004-07-28
2004-07-24,Tan & White,Shih Tzu,M/N,Matched,George,2004-07-28
2004-07-28,Salt & Pepper,Mini Shnauzer,F/S,Matched,Morey,2004-07-29
2004-07-28,Brown,Amer Cocker Span,M/N,Lost,Wesley,2004-07-29
2004-07-29,Black & White,Maltese X Shih Tzu,F,Lost,Benny,2004-07-29
2004-07-30,Light Brown,Papillon X,F/S,Matched,Trouble,2004-07-30
2004-07-30,Black & Tan,Shep,F/S,Lost,Daisy,2004-07-30
2004-07-30,Black,Pom,F,Lost,Nala,2004-07-30
2004-07-30,Black,Lab X Mastiff,M,Matched,Cole,2004-07-30
2004-07-30,White,Long Haired Chihushua,M/N,Matched,Tuffy,2004-07-30
2004-07-30,White,Shep,M/N,Lost,Antartica Von Kasper,2004-07-30
2004-07-30,Brown & White & Black,Basset Hound,F,Matched,barney,2004-07-30
2004-07-30,Black & White,Shih Tzu,F,Lost,Roxy,2004-07-30
2004-07-31,Yellow,Lab,M/N,Matched,Roame,2004-07-31
2004-08-01,Black & Tan,Rotty X Lab,F/S,Matched,Bella,2004-08-01
2004-08-01,Tan,Pom X,M,Matched,Joey,2004-08-01
2004-08-01,Lite Blonde,Golden Retriever,M/N,Matched,Dexter,2004-08-01
2004-08-01,Blonde,Golden Retriever,F,Matched,Jasper,2004-08-01
2004-08-02,Black & Tan & Orange,Rotty X Pit,F/S,Matched,Lucy,2004-08-02
2004-08-03,Wheaton,Wheaton Terrier,F/S,Matched,Aspen,2004-08-03
2004-08-03,Black & Brown Brindle,Staffordshire Terrier,F/S,Lost,Jade,2004-08-03
2004-08-03,Orange Tabby,Short Haired,M/N,Lost,Touchy,2004-08-03
2004-08-03,Black & Grey Tabby w/White,Long Haired Cat,F/S,Lost,,2004-08-03
2004-08-03,Black,Lab,F/S,Matched,Tweed,2004-08-03
2004-08-03,Red & White,Husky,M/N,Matched,Trouble,2004-08-03
2004-08-03,White & Cream,Pomeranian,F,Matched,Mimi,2004-08-03
2004-08-04,Black &  White,Husky,M/N,Matched,?,2004-08-04
2004-08-04,Yellow,Lab,M/N,Matched,Max,2004-08-04
2004-08-04,Black & Tan,Rotty X Husky,F/S,Lost,Faith,2004-08-04
2004-08-05,Cream,Pomeranian,F,Matched,Mimi,2004-08-05
2004-08-05,Brown & White,Shih Tzu,F/S,Lost,Lancey,2004-08-05
2004-08-06,Black & Tan & White,Shepherd  X Husky,M,Matched,Chomper,2004-08-06
2004-08-08,Black & Tan,Rottweiler,M/N,Matched,Buddy,2004-08-08
2004-08-08,Grey & Black,Lhasa Apso X,F/S,Matched,Pepper,2004-08-08
2004-08-08,Tan & Black & White,Norwich Terrier,M,Matched,Oscar,2004-08-08
2004-08-08,White,Maltese,F/S,Matched,Jewel,2004-08-08
2004-08-09,Reddish Brown,Shepherd X Lab,M/N,Lost,Baxter,2004-08-09
2004-08-09,Beige & Black & Brown,Akita X,M,Lost,Tommy,2004-08-09
2004-08-09,Brown,Rat,M,Lost,,2004-08-09
2004-08-09,Light Brown,Pitbull X Airedale,M/N,Lost,Sung Sung,2004-08-09
2004-08-09,Black Merle,Aus. Shep X Border Collie,M/N,Matched,Tobi,2004-08-09
2004-08-09,Dark Brown,Chow X Staffordshire,M,Matched,Scrappy,2004-08-09
2004-08-09,Sable & white,Rough Collie,F,Matched,,2004-08-09
2004-08-11,Grey & White,Siberian Husky,F,Matched,Luna,2004-08-11
2004-08-11,Black & Tan Tabby,DSH,F/S,Matched,Maggie,2004-08-11
2004-08-11,White & Black Spots,English Staffordshire,M,Matched,Thor,2004-08-11
2004-08-11,White,Maltese,M,Matched,Cody,2004-08-11
2004-08-11,Brown with White & Black,Shih Tzu,F/S,Matched,Ting,2004-08-11
2004-08-11,Cream,Pom,F,Lost,Mimi,2004-08-11
2004-08-11,Tan & White,Collie,M,Lost,Cash,2004-08-11
2004-08-11,Brown & Black,Belgian Shepherd,M,Lost,Buck,2004-08-11
2004-08-12,White,Poodle X,F/S,Matched,Pepper,2004-08-12
2004-08-12,White,Maltese,F/S,Matched,Jewel,2004-08-12
2004-08-12,White & Brown,Shih Tzu,F/S,Lost,Nancy,2004-08-12
2004-08-13,Brown & Black,Shep X Lab,M/N,Matched,Bailey,2004-08-13
2004-08-14,Black,Miniuture Pin.,M,Matched,Keeko,2004-08-14
2004-08-15,Fawn,Boxer,F,Lost,daneille,2004-08-15
2004-08-15,Golden,Great Dane X Retreiver,M/N,Matched,Mario,2004-08-15
2004-08-16,Tan,Chihuahua X,M,Lost,Elmo,2004-08-16
2004-08-16,Golden,Golden Retriever,F/S,Matched,Jesse,2004-08-16
2004-08-16,Gold & White,NSDTR,M/N,Lost,Brady,2004-08-16
2004-08-17,Black & Brown,Shep X Whippet,F/S,Matched,Jessie,2004-08-17
2004-08-17,Black & White,Husky X,F/S,Matched,Shadow,2004-08-17
2004-08-17,Black & White,Lab X Greyhound,M/N,Matched,Buddy,2004-08-17
2004-08-17,Gold & White,Lab X Akita,F/S,Matched,Honey,2004-08-17
2004-08-17,Black,Labrador Retriever,F/S,Matched,Raven,2004-08-17
2004-08-17,Brown & Black,Collie X,M/N,Matched,Pumba,2004-08-17
2004-08-17,Tan & Brown,Chihuahua X Pomeranian,M,Lost,Lucky,2004-08-17
2004-08-17,Black & White &  Brown,Border Collie  X,M/N,Matched,Pumba,2004-08-17
2004-08-17,Auburn & brown,Akita X,M,Matched,Hercules,2004-08-17
2004-08-17,Fawn,Chow Chow,M/N,Matched,Chowder,2004-08-17
2004-08-17,Black & White,Border Collie,F/S,Matched,Xena,2004-08-17
2004-08-17,Grey,Cat,F,Lost,,2004-08-17
2004-08-18,Tan,Shep X Lab,M/N,Matched,Koby,2004-08-18
2004-08-18,Tan & Black,Lab Shepherd Mix,M/N,Matched,Colby,2004-08-18
2004-08-18,Black & Tan,German shepherd,M,Matched,Jimmie,2004-08-18
2004-08-19,White,Boxer,M/N,Matched,Def Jam,2004-08-19
2004-08-19,Black & White,DLH Cat,M/N,Matched,Bugs,2004-08-19
2004-08-19,Grey,Min Schnauzer,F/S,Matched,Annie,2004-08-19
2004-08-19,Tan,Chihuahua,M,Lost,Taco,2004-08-19
2004-08-19,White & Tan,Chihuahua,F/S,Lost,Rosie,2004-08-19
2004-08-20,White,Malamute X,F,Matched,Akasha,2004-08-20
2004-08-20,Black & Some Brown,Lab X Shep,M/N,Matched,Bear,2004-08-20
2004-08-20,Black & White,Malamute X Shep,M/N,Matched,Homer,2004-08-20
2004-08-21,Black & Tan,Rottweiler,M/N,Matched,Mikey,2004-08-21
2004-08-21,Black & White,Shih Tzu,M,Matched,"""Terry' or ""Terri""",2004-08-21
2004-08-23,Tri Colour,Sheltie,F/S,Matched,Sheba,2004-08-23
2004-08-23,Black & Brown,Rottweiler,M/N,Lost,Arlan,2004-08-23
2004-08-23,Gold,Pom X Chi,M,Matched,Nemo,2004-08-23
2004-08-25,Black,Lab,F/S,Matched,Ashley,2004-08-25
2004-08-25,Black & Brown,Yorkshire Terrier,M,Matched,,2004-08-25
2004-08-25,Gold & White,Sheltie,M,Matched,,2004-08-25
2004-08-26,Gold,Lab X Pit X Rotty X Shep,M/N,Lost,Tuck,2004-08-26
2004-08-25,Black & Tan,Shepherd  X,M/N,Matched,Mason,2004-08-26
2004-08-24,Brown,Labrador,F/S,Matched,Coco Bear,2004-08-26
2004-08-25,Black & Grey & White,Corgi,F/S,Matched,Georgie,2004-08-26
2004-08-26,Black & White,Husky,F/S,Lost,Jesse,2004-08-26
2004-08-26,Black & Red,Leonberger?,M,Matched,,2004-08-26
2004-08-26,Cream & Tan,Shepherd  X,F/S,Matched,Happy,2004-08-27
2004-08-27,Black & White,Border Collie,M/N,Matched,Zack,2004-08-27
2004-08-26,Brown & Tan,Min Pin,F/S,Lost,Asa,2004-08-27
2004-08-27,White,Shih Tzu X,F,Lost,Gucci,2004-08-27
2004-08-28,Blue Merle,Blue Heeler,M/N,Lost,Walter Hickle,2004-08-28
2004-08-28,Yellow,Lab,F/S,Matched,Sadie,2004-08-29
2004-08-30,Taupe,Weimeraner,M/N,Lost,Lucky,2004-08-30
2004-08-30,Brindle,Pitbull,M,Matched,Bouncer,2004-08-30
2004-08-31,White with Brown,ShihTzu,F/S,Matched,Ting Ting,2004-08-31
2004-08-31,Grey,Lhasa X Shih Tzu,F/S,Matched,Isabella,2004-08-31
2004-08-31,Brown,Dachshund,M,Found,,2004-08-31
2004-08-31,Gold & White,Yorkie X Shih Tzu,M,Matched,Samson,2004-08-31
2004-08-31,Tan & Brown muzzle,Wheaten Terrier,F/S,Matched,Molly,2004-09-01
2004-09-01,Tan & White & Black,Basenji,F/S,Matched,Sasha,2004-09-01
2004-09-01,Black & White,Janpanese Chin,M,Lost,Pandy,2004-09-01
2004-09-01,Black & White,Border Collie,F,Matched,Jessie,2004-09-01
2004-09-01,Beige,Elkhound X Shep,F,Matched,Zellie,2004-09-01
2004-09-01,Biege,Wheaton Terrier,F/S,Lost,Chelsea,2004-09-01
2004-09-01,Blonde,Labrador X,F/S,Matched,Lucky,2004-09-01
2004-09-01,Black & Tan & White,Shep X,M/N,Matched,Primo,2004-09-01
2004-09-01,Tan & White,Collie X Retriever  X,F/S,Matched,Haley,2004-09-02
2004-09-04,Brown & White,Collie X Kelpie,F,Matched,Cee Cee,2004-09-04
2004-09-05,Black & White,Husky,M/N,Matched,Cosmo,2004-09-05
2004-09-05,Black & White with Tan,Border Collie X,F,Lost,Cee Cee,2004-09-05
2004-09-06,Tan & Black & White,Yellow Lab X Shep,M,Matched,Oden,2004-09-06
2004-09-06,Solid Tan,Shep X,M/N,Matched,Rocky,2004-09-06
2004-09-01,Black & Grey,Yorkie X,M/N,Matched,Max,2004-09-07
2004-09-08,Black & Tan,Rotti X Shepherd,M/N,Matched,Rocky,2004-09-08
2004-09-08,White & Brown,Shih Tzu,F/S,Matched,Ting Ting,2004-09-08
2004-09-09,Charcoal,Chihuahua,M,Lost,Peppe,2004-09-09
2004-09-09,Black,Lab,M/N,Matched,Whity,2004-09-09
2004-09-09,Orange,Chow,M/N,Lost,,2004-09-09
2004-09-10,Auburn,Shep X,F/S,Matched,Haley,2004-09-10
2004-09-10,Yellow curly hair,Shih Tzu X,F,Matched,Dan Dan,2004-09-10
2004-09-10,White Cream,Pom,F,Lost,Nimi,2004-09-10
2004-09-11,Black,Mini Schnauzer,M,Lost,Schnieder,2004-09-11
2004-09-11,Tan,Lab X Chow,F/S,Matched,Abbagale,2004-09-11
2004-09-11,Lite Brown,Maltipoo,F/S,Lost,Dan Dan,2004-09-11
2004-09-11,Tan & White,Pitbull,F/S,Matched,Honey,2004-09-11
2004-09-11,Red,Shiba Inu,M,Matched,Nikko,2004-09-11
2004-09-11,Black & White,Border Collie X,F,Lost,Sadie,2004-09-11
2004-09-11,Black Brindle,Lab X Chow X Shep,M/N,Matched,dami,2004-09-11
2004-09-11,Merle,Blue Heeler X Rottweiler,F,Matched,Tova,2004-09-11
2004-09-12,Red,Chow,M,Matched,Komoquay,2004-09-12
2004-09-12,Black & Brown,Shepherd X Husky,M,Matched,Lancer,2004-09-12
2004-09-12,Tri,Beagle,F/S,Lost,Shanni,2004-09-13
2004-09-13,Brown & White,Pitt Bull,M/N,Lost,Chance,2004-09-13
2004-09-07,Black,Lab/Chow X,F/S,Lost,Abigail,2004-09-13
2004-09-13,Brown,Rottwiller X,F/S,Matched,Meg,2004-09-13
2004-10-06,Black & Tan,Shepherd X (puppy),M,Lost,Lancer,2004-09-13
2004-09-13,Black & Tan,Shepherd X,M,Lost,Lancer,2004-09-13
2004-09-13,Blue Merle,Australian Shepherd,M,Lost,Morty,2004-09-13
2004-09-14,Black,Border Collie Lab,M,Matched,Jasper,2004-09-14
2004-09-14,White Mocha,Husky X Chow,F/S,Matched,Kaya,2004-09-14
2004-09-14,White & Beige,Husky X Chow X Corgi,F/S,Matched,Kaya,2004-09-14
2004-09-09,Black & Brown & White,Rotty X  (pup),M,Lost,Max,2004-09-14
2004-09-15,Yellow,Labador,F/S,Lost,Bailey,2004-09-15
2004-09-15,Light Brown,Jindo X Shep,F/S,Matched,Phoebe,2004-09-15
2004-09-16,Black,Lab pup,F,Lost,Shusha,2004-09-16
2004-09-16,Black & Tan,Airedale,F/S,Matched,Ruby,2004-09-16
2004-09-17,White,Shih Tzu,M/N,Lost,Rambo,2004-09-17
2004-09-16,Black & Tan & White,Collie X,F/S,Lost,Molly,2004-09-17
2004-09-17,White with Brown Tips,Shih X Bichon Frise,F/S,Lost,Lola,2004-09-17
2004-09-18,Brown & Black,Yorkie,F,Matched,,2004-09-18
2004-09-18,white & brown,Border Collie,F/S,Lost,Molly,2004-09-18
2004-09-18,Tri-coloured,Beagle,F/S,Lost,Shahni,2004-09-18
2004-09-18,White,Miniature Poodle,M/N,Lost,Gorge,2004-09-18
2004-09-18,Black & Red,looks like a black golden ret.,M/N,Lost,Rufus/Brutus,2004-09-18
2004-09-19,Tri-colour,Beagle,F,Lost,Shahni,2004-09-19
2004-09-19,Black,German Shepherd,F/S,Lost,Beatrice,2004-09-19
2004-09-20,Black,Shep X,F/S,Lost,Kassie,2004-09-20
2004-09-20,Black,Papillon X,M/N,Lost,Sovah,2004-09-20
2004-09-20,White,Bichon Frise,M,Lost,Daou Daou,2004-09-20
2004-09-20,Brown,Rhodisan Ridgeback,F/S,Lost,LuLu,2004-09-20
2004-09-20,Black & Brown,Long Haired Chihuahua,M,Lost,,2004-09-20
2004-09-20,Gold,Retreiver X,M/N,Lost,Prince,2004-09-21
2004-09-16,Black,Shih Tzu,M,Lost,Money,2004-09-21
2004-09-21,Black,Lab X,M/N,Found,Tyson,2004-09-21
2004-09-19,Black,Whippet,F,Matched,,2004-09-21
2004-09-21,Chocolate,Lab,F/S,Lost,Brier,2004-09-21
2004-09-22,Black & White,Border Collie,F/S,Matched,Jessie,2004-09-22
2004-09-21,Black & Tan,Chihuahua X Yorkshire,M,Lost,Money,2004-09-22
2004-09-22,Black,Husky,M,Lost,Heart,2004-09-22
2004-09-23,Black & White,Border Collie X,M,Lost,Moses,2004-09-23
2004-09-23,Black & Tan,Rotty X,F/S,Matched,Cleo,2004-09-23
2004-09-18,Brown,Shep X,M,Lost,Silver,2004-09-23
2004-09-24,Grey & White & Black,Malamute X,M/N,Lost,Luke,2004-09-24
2004-09-25,Brown & White Face,Husky X Chow,F,Matched,Kaya,2004-09-25
2004-09-25,White,Poodle,M,Matched,,2004-09-25
2004-09-27,Golden,Golden Retriever,M,Matched,Odin,2004-09-27
2004-09-27,Blonde,Pomeranian,F/S,Lost,Missy,2004-09-27
2004-09-27,White,Lhasa Apso X,F/S,Matched,Audrey,2004-09-27
2004-09-27,Cream,Pekingnese x Yorkie,M,Lost,Coco,2004-09-27
2004-09-27,White,English Bulldog X Bull Terrier,M,Lost,Thor,2004-09-27
2004-09-27,Black & White,Terrier X,F,Matched,Whipper,2004-09-27
2004-09-27,Message on machine,did not specify breed,F,Lost,Cola,2004-09-27
2004-09-28,Brown,Shih Tzu,X,Matched,Gucci,2004-09-28
2004-09-28,White with Black & Brown,Aus Shep X Heeler,F/S,Lost,Dixie,2004-09-28
2004-09-28,Grey & Yellow & White & Orange,Cockatiel,,Matched,,2004-09-29
2004-09-29,Dark Tan,Shih Tzu,F,Lost,Rosie,2004-09-29
2004-09-18,Blonde,Spaniel X,M/N,Matched,Gabe,2004-09-29
2004-09-29,White,Maltese,M/N,Lost,Michael,2004-09-29
2004-09-29,White w Black Saddle,Aust Shep X,F/S,Lost,Dixie,2004-09-29
2004-09-30,Black w Spot on Chest,Lab X,M/N,Lost,Java,2004-09-30
2004-09-30,Black & Brown,Husky X Shepherd,M,Matched,Harley,2004-09-30
2004-09-30,Black,German Shepherd,F,Matched,no name,2004-09-30
2004-09-30,Tan,German Shepherd,F,Matched,no name,2004-09-30
2004-10-01,Brindle & White,Pitbull X Bulldog,F,Lost,David Ho,2004-10-01
2004-10-02,White & Tan,Pyrenese X Shepherd,F/S,Matched,Bailey,2004-10-02
2004-10-03,Red & White Tips on Feet,N.S. Duck Toller,M,Lost,Milo,2004-10-03
2004-10-03,White,Bichon Frise X,F,Matched,Sarah,2004-10-03
2004-10-03,Black & Tan,Pomeranian,F/S,Matched,Ball Ball,2004-10-03
2004-10-03,Black,Standard Poodle x German Shep,M,Lost,not named yet,2004-10-03
2004-10-03,Brown w Black (white belly),Long-haired mutt,M/N,Matched,Mojo,2004-10-03
2004-10-04,Beige,Wheaton Terrier,M/N,Matched,Cyril,2004-10-04
2004-10-04,Blonde,Labrador,M/N,Matched,Hank,2004-10-04
2004-10-05,Yellow & White,Shepherd  X,F/S,Matched,Gypse,2004-10-05
2004-10-05,White,Bichon Frise,M,Lost,Sui-Bee,2004-10-05
2004-10-06,Black & Tan,Chi X,M,Matched,Coodie,2004-10-06
2004-10-06,Black,Standard Poodle,M/N,Lost,Jag,2004-10-06
2004-10-06,White,Terrier X,F,Lost,,2004-10-06
2004-10-06,Black & White,Border Collie X,F,Matched,Maggie,2004-10-06
2004-10-07,Tan,Shih Tzu,M,Lost,Newman,2004-10-07
2004-10-07,Black & White,Chespk Bay Retr X,M/N,Matched,Oliver,2004-10-07
2004-10-08,Brown,Chocolate Lab,F,Matched,Bailey,2004-10-08
2004-10-09,Tan & White,Shih Tzu,M/N,Lost,Rocky,2004-10-09
2004-10-09,White,Poodle,M/N,Matched,George,2004-10-09
2004-10-10,Black,Lab X,M,Matched,Jazz,2004-10-10
2004-10-10,Black & Red,G Shep (PB),M,Matched,Brahms,2004-10-10
2004-10-12,Brown & Black,Shep X Chow,M,Matched,Lucky,2004-10-12
2004-10-12,Black & White & Grey,Rabbit,,Found,,2004-10-12
2004-10-13,Beige & Black,Pug,M/N,Matched,Takeshi,2004-10-13
2004-10-13,Black,Pug,M/N,Matched,Olan,2004-10-13
2004-10-14,Black,Border Collie X Shep,M/N,Lost,Rufus,2004-10-14
2004-10-10,Black & White,Maltese X,F,Lost,Coco,2004-10-14
2004-10-16,Orange & White,DSH,F/S,Lost,Crystal Zheng,2004-10-16
2004-10-16,Tan,Rhodesian  Ridgeback,F/S,Lost,Lu Lu,2004-10-16
2004-10-16,Black & White,Greyhound,M,Lost,Fahy,2004-10-16
2004-10-16,Golden & Red,Golden Retriever,M,Lost,MacKinley,2004-10-16
2004-10-17,Grey Black,Wolf,M/N,Lost,Nanook,2004-10-17
2004-10-17,Black & Brown & White,Beagle,F,Lost,Amigo,2004-10-17
2004-10-17,Black,Lab X Bull Terrier,M,Lost,Buddy,2004-10-17
2004-10-17,White,Samoyed  husky,F/S,Lost,Sophie,2004-10-17
2004-10-17,White & Grey,Malamute,F/S,Lost,Tasha,2004-10-17
2004-10-18,Yellow & Red,Golden Retriever,M/N,Lost,McKinley,2004-10-18
2004-10-18,Brown & Black,Norwich Terrier,M/N,Matched,Oscar,2004-10-18
2004-10-18,Fawn,Bulldog,F/S,Matched,Sesame,2004-10-18
2004-10-18,Golden,Lab,F,Matched,Sadie,2004-10-18
2004-10-19,Golden,Lab,F/S,Matched,Sadie,2004-10-19
2004-10-19,Yellow,Golden Retriever,F/S,Lost,Cooper,2004-10-19
2004-10-19,Black Small White Stripe  Ches,Black Lab X Bull Terrier,M,Lost,James Korytko,2004-10-19
2004-10-20,Black & White,Boston Terrier,M/N,Lost,Rudy,2004-10-20
2004-10-21,Black with White Chest,Lab X Chow X Rotty,M,Lost,Smokey,2004-10-21
2004-10-21,Brown,Viszla,M/N,Matched,Ranger,2004-10-21
2004-10-22,Black & Brown & White,Shepherd X Lab,F/S,Lost,Samantha,2004-10-22
2004-10-22,Black & White Chest,Pit Bull,M,Lost,Nightmare,2004-10-22
2004-10-22,Grey,Wired Haired Terrier,F/S,Lost,Bailey,2004-10-22
2004-10-22,White,Whippet,F/S,Matched,Terra,2004-10-22
2004-10-23,Golden,Retriever,,Matched,,2004-10-23
2004-10-23,Black & Grey & Gold,DSH Cat,M/N,Lost,Rahni,2004-10-23
2004-10-24,Gold & Black,Yorkie,F/S,Matched,Myka,2004-10-24
2004-10-24,Brindle,Mastiff X Terrier,M,Lost,,2004-10-24
2004-10-25,Apricot,Standard Poodle,F,Matched,Katy,2004-10-25
2004-10-25,Brown with White,American Pitbull,M,Lost,Niko,2004-10-25
2004-10-25,Black,Lab X,M/N,Matched,Bear,2004-10-25
2004-10-25,Black & Tan,German Shepherd X,F,Matched,Eve,2004-10-25
2004-10-26,Apricot & Light Orange,Standard Poodle,F,Matched,Katy,2004-10-26
2004-10-26,Gold & Grey,Yorkshire Terrier,F/S,Matched,Scruffles,2004-10-27
2004-10-21,Gold & Black,Yorkshire Terrier,F/S,Lost,Kayla,2004-10-27
2004-10-27,White with Spots of Gold,Shih X Bichon,M,Matched,,2004-10-27
2004-10-27,White,Bichon X Shih Tzu,M,Matched,,2004-10-27
2004-10-27,Black & Tan,Shepherd X Wolf,M,Matched,Omega,2004-10-28
2004-10-28,White,Standard Poodle,F/S,Matched,Taz,2004-10-28
2004-10-28,Black,Lab X,F,Lost,Laelu,2004-10-28
2004-10-28,Black & Tan,Rottweiler X,M/N,Matched,Zoomie,2004-10-28
2004-10-28,Blonde,Toy Poodle,M/N,Lost,Doodle,2004-10-28
2004-10-28,Gold & White,Nova Scotia Duck Toller,F/S,Lost,Tia,2004-10-28
2004-10-27,Black & Tan,Shep X Rotty,M,Found,,2004-10-29
2004-10-28,White & Black,Border Collie X Heeler,M/N,Matched,Jake,2004-10-29
2004-10-28,Brindle & Tan,Rotty X,M,Lost,Roots,2004-10-29
2004-10-29,Grey,Husky,M/N,Matched,Nuki,2004-10-29
2004-10-29,Black & White,Border Collie X,M/N,Matched,,2004-10-30
2004-10-30,Black & Tan,Shepherd  X,F/S,Lost,,2004-10-30
2004-10-30,Black & Brindle,Lab X Pit,M/N,Lost,Chicho,2004-10-30
2004-10-31,Black & White Mark on Chest,Border Collie X Blue Tick Coon,F/S,Found,Jessie Bell,2004-10-31
2004-10-31,Black & Tan,Shepherd X,M/N,Matched,Logan,2004-10-31
2004-10-31,Black & Tan,Rotty X Shepherd,F/S,Matched,Riley,2004-10-31
2004-10-30,Blonde,Afgan X Hound,F/S,Matched,Lira,2004-10-31
2004-10-31,Black & Brown & White,Pit X Lab,M,Lost,Backus,2004-10-31
2004-10-31,Blondish White,Kuvasz,F/S,Matched,Lyca,2004-10-31
2004-10-31,Black,Lab X,M,Lost,Slick,2004-10-31
